id,drug_id,name,drug_type,amount,exp,mfg,brand,description,updated_date
176,bl176,Lefvox-750,LINIMENT,250,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,The drug works on the blood.,10/29/2021
177,bl177,Ciprofloxacin 500mg,LOTIONS,250,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,The drug works on the blood.,10/29/2021
178,bl178,Ledvir,PASTE,250,12month,9/29/2021,Farmak JSC - UKraine,The drug works on the blood.,10/29/2021
179,bl179,Vixbarin 400mg,POWDER,250,12month,9/29/2021,Khanh Hoi Pharmaceutical & Medical Services Joint Stock Company (KHAHOPHARMA) - VIETNAM,The drug works on the blood.,10/29/2021
180,bl180,Govou,EMULSIONS,250,12month,9/29/2021,"Ind-Swift., Ltd - INDIA",The drug works on the blood.,10/29/2021
181,bl181,Tavanic,GELS,250,12month,9/29/2021,Khanh Hoi Pharmaceutical & Medical Services Joint Stock Company (KHAHOPHARMA) - VIETNAM,The drug works on the blood.,10/29/2021
182,bl182,Tavanic,MAGMAS,250,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,The drug works on the blood.,10/29/2021
183,bl183,Augmex Duo Tabs,MIXTURES,250,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,The drug works on the blood.,10/29/2021
184,bl184,Acnequidt,LIQUID,250,12month,9/29/2021,"Micro Labs., Ltd - INDIA",The drug works on the blood.,10/29/2021
185,bl185,Meropenem 1g,LIQUID,250,12month,9/29/2021,"Axon Drugs Private., Ltd - INDIA",The drug works on the blood.,10/29/2021
186,bl186,Albendazole 400mg,TABLETS,250,12month,9/29/2021,Cuu Long Pharmaceutical and Medical Equipment Company - VIETNAM,The drug works on the blood.,10/29/2021
187,bl187,Albendazol Stada 400 mg,OIMENTS,250,12month,9/29/2021,"Furen Pharmaceutical Group Co., Ltd. - CHINA",The drug works on the blood.,10/29/2021
188,bl188,Virclath,LOZENGES,250,12month,9/29/2021,Cenexi SAS - FRANCE,The drug works on the blood.,10/29/2021
189,bl189,Eduar,LINIMENT,250,12month,9/29/2021,Novartis Pharm Stein A.G - Switzerland,The drug works on the blood.,10/29/2021
190,bl190,Salgad,LINIMENT,250,12month,9/29/2021,"Sun Pharmaceutical Industries., Ltd - INDIA",The drug works on the blood.,10/29/2021
191,bl191,Razirax,LINIMENT,250,12month,9/29/2021,DANAPHA Pharmaceutical Joint Stock Company - VIETNAM,The drug works on the blood.,10/29/2021
192,bl192,Guilaume,LOTIONS,250,12month,9/29/2021,Stellapharm - VIETNAM,The drug works on the blood.,10/29/2021
193,bl193,Cybercef 750 mg,PASTE,250,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,The drug works on the blood.,10/29/2021
194,bl194,Medoclav 1g,GELS,250,12month,9/29/2021,TRAPHACO - VIETNAM JOINT STOCK COMPANY,The drug works on the blood.,10/29/2021
195,bl195,Madopar,MAGMAS,250,12month,9/29/2021,Novartis Farma S.P.A Italy,The drug works on the blood.,10/29/2021
196,bl196,Trihexyphenidyl 2mg,MIXTURES,250,12month,9/29/2021,Pharmedic - VIETNAM Pharmaceutical and Pharmaceutical Joint Stock Company,The drug works on the blood.,10/29/2021
197,bl197,Stalevo 100/25/200,GELS,250,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,The drug works on the blood.,10/29/2021
198,bl198,Madopar,MAGMAS,250,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,The drug works on the blood.,10/29/2021
199,bl199,Sifrol,MIXTURES,250,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,The drug works on the blood.,10/29/2021
200,pa1,Danapha-Trihex 2,LIQUID,250,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
201,pa2,Trihexyphenidyl,LIQUID,250,12month,9/29/2021,"F.Hoffmann-La Roche., Ltd",Anti-Parkinson's drugs,10/29/2021
202,pa3,Stalevo 150/37.5/200,TABLETS,250,12month,9/29/2021,Pharmedic,Anti-Parkinson's drugs,10/29/2021
203,pa4,Madopar HBS,OIMENTS,250,12month,9/29/2021,Orion Corporation,Anti-Parkinson's drugs,10/29/2021
204,pa5,Sifstad 0.18,LOZENGES,250,12month,9/29/2021,"F.Hoffmann-La Roche., Ltd",Anti-Parkinson's drugs,10/29/2021
205,pa6,Sifrol,LINIMENT,250,12month,9/29/2021,Boehringer Ingelheim pharma GmbH & Co,Anti-Parkinson's drugs,10/29/2021
206,pa7,Succinimide Pharbiol,LINIMENT,250,12month,9/29/2021,Fresenius Kabi Vietnam Joint Stock Company - VIETNAM,Anti-Parkinson's drugs,10/29/2021
207,pa8,Apo-Trihex 2mg,LINIMENT,250,12month,9/29/2021,CPC1 Pharmaceutical Joint Stock Company Hanoi - VIETNAM,Anti-Parkinson's drugs,10/29/2021
208,pa9,Uro-Vaxom,LOTIONS,250,12month,9/29/2021,B.Braun Melsungen AG - Germany,Anti-Parkinson's drugs,10/29/2021
209,pa10,Althax,PASTE,250,12month,9/29/2021,Warsaw Pharmaceutical Works Polfa - Poland,Anti-Parkinson's drugs,10/29/2021
210,pa11,Sifrol,GELS,250,12month,9/29/2021,B.Braun Melsungen AG - Germany,Anti-Parkinson's drugs,10/29/2021
211,pa12,Succinimide Pharbiol,MAGMAS,250,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
212,pa13,Apo-Trihex 2mg,MIXTURES,250,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
213,pa14,Uro-Vaxom,PILLS,250,12month,9/29/2021,Laboratoires UPSA - France,Anti-Parkinson's drugs,10/29/2021
214,pa15,Althax,PELLETS,250,12month,9/29/2021,Stada-Vietnam - VIETNAM COMPANY LIMITED,Anti-Parkinson's drugs,10/29/2021
215,pa16,ProIVIG,PELLETS,250,12month,9/29/2021,Sanofi Vietnam Pharmaceutical Joint Stock Company - VIETNAM,Anti-Parkinson's drugs,10/29/2021
216,pa17,Keytruda,CAPSULES,250,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
217,pa18,Beriate,CAPSULES,250,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
218,pa19,Hizentra,CAPSULES,250,12month,9/29/2021,Branch of OPC Pharmaceutical Joint Stock Company in Binh Duong - OPC Pharmaceutical Factory - VIETNAM (,Anti-Parkinson's drugs,10/29/2021
219,pa20,Privigen,INHALANTS,250,12month,9/29/2021,PT. Indofarma Tbk. - INDONESIA,Anti-Parkinson's drugs,10/29/2021
220,pa21,Darzalex,LINIMENT,250,12month,9/29/2021,Central Pharmaceutical Company Limited 3 - VIETNAM,Anti-Parkinson's drugs,10/29/2021
221,pa22,Simponi,LINIMENT,250,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
222,pa23,Hizentra,LINIMENT,250,12month,9/29/2021,nd-Swift Ltd - INDIA,Anti-Parkinson's drugs,10/29/2021
223,pa24,Mabthera,LOTIONS,250,12month,9/29/2021,Pharmaceutical & Medical Biomedical Enterprise (MEBIPHAR) Ho Chi Minh City - VIETNAM,Anti-Parkinson's drugs,10/29/2021
224,pa25,Imurel 50mg,PASTE,250,12month,9/29/2021,U.C.B. Farchin S.A - Switzerland,Anti-Parkinson's drugs,10/29/2021
225,pa26,Prograf,POWDER,250,12month,9/29/2021,"Korea Drug Co., Ltd - KOREA",Anti-Parkinson's drugs,10/29/2021
226,pa27,HYYR,EMULSIONS,250,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
227,pa28,Hytinon,GELS,250,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
228,pa29,Tacropic 0.03%,MAGMAS,250,12month,9/29/2021,Farmak JSC - UKraine,Anti-Parkinson's drugs,10/29/2021
229,pa30,Prograf,MIXTURES,250,12month,9/29/2021,Khanh Hoi Pharmaceutical & Medical Services Joint Stock Company (KHAHOPHARMA) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
230,pa31,Iritero 100mg/5ml,LIQUID,250,12month,9/29/2021,"Ind-Swift., Ltd - INDIA",Anti-Parkinson's drugs,10/29/2021
231,pa32,Prograf 0.5mg,LIQUID,250,12month,9/29/2021,Khanh Hoi Pharmaceutical & Medical Services Joint Stock Company (KHAHOPHARMA) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
232,pa33,Phastarxin,TABLETS,250,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
233,pa34,Fluzinstad 5,OIMENTS,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
234,pa35,Sobelin,LOZENGES,500,12month,9/29/2021,"Micro Labs., Ltd - INDIA",Anti-Parkinson's drugs,10/29/2021
235,pa36,Reinal,LOZENGES,500,12month,9/29/2021,"Axon Drugs Private., Ltd - INDIA",Anti-Parkinson's drugs,10/29/2021
236,pa37,Siberian,OIMENTS,500,12month,9/29/2021,Cuu Long Pharmaceutical and Medical Equipment Company - VIETNAM,Anti-Parkinson's drugs,10/29/2021
237,pa38,Lelocin 5,LOZENGES,500,12month,9/29/2021,"Furen Pharmaceutical Group Co., Ltd. - CHINA",Anti-Parkinson's drugs,10/29/2021
238,pa39,Sarah Cap,PILLS,500,12month,9/29/2021,Cenexi SAS - FRANCE,Anti-Parkinson's drugs,10/29/2021
239,pa40,Reinal-5,PELLETS,500,12month,9/29/2021,Novartis Pharm Stein A.G - Switzerland,Anti-Parkinson's drugs,10/29/2021
240,pa41,Lelocin 5,PELLETS,500,12month,9/29/2021,"Sun Pharmaceutical Industries., Ltd - INDIA",Anti-Parkinson's drugs,10/29/2021
241,pa42,Metomol Tablet,CAPSULES,500,12month,9/29/2021,DANAPHA Pharmaceutical Joint Stock Company - VIETNAM,Anti-Parkinson's drugs,10/29/2021
242,pa43,Fluthepharm 10,CAPSULES,500,12month,9/29/2021,Stellapharm - VIETNAM,Anti-Parkinson's drugs,10/29/2021
243,pa44,Lodegald-Flunarizin,CAPSULES,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
244,pa45,Sibendina,INHALANTS,500,12month,9/29/2021,TRAPHACO - VIETNAM JOINT STOCK COMPANY,Anti-Parkinson's drugs,10/29/2021
245,pa46,Virtizin 5,LINIMENT,500,12month,9/29/2021,Novartis Farma S.P.A Italy,Anti-Parkinson's drugs,10/29/2021
246,pa47,Sibetinic Soft,LINIMENT,500,12month,9/29/2021,Pharmedic - VIETNAM Pharmaceutical and Pharmaceutical Joint Stock Company,Anti-Parkinson's drugs,10/29/2021
247,pa48,Sibetinic,LINIMENT,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
248,pa49,Hagizin,LOTIONS,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
249,pa50,Mezapizine 10,PASTE,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
250,pa51,Sobelin,POWDER,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
251,pa52,Darintab,EMULSIONS,500,12month,9/29/2021,"F.Hoffmann-La Roche., Ltd",Anti-Parkinson's drugs,10/29/2021
252,pa53,Oliveirim,GELS,500,12month,9/29/2021,Pharmedic,Anti-Parkinson's drugs,10/29/2021
253,pa54,Pentoxifylin,MAGMAS,500,12month,9/29/2021,Orion Corporation,Anti-Parkinson's drugs,10/29/2021
254,pa55,Advate,MIXTURES,500,12month,9/29/2021,"F.Hoffmann-La Roche., Ltd",Anti-Parkinson's drugs,10/29/2021
255,pa56,Nanokine,LIQUID,500,12month,9/29/2021,Boehringer Ingelheim pharma GmbH & Co,Anti-Parkinson's drugs,10/29/2021
256,pa57,Epocassa,LIQUID,500,12month,9/29/2021,Fresenius Kabi Vietnam Joint Stock Company - VIETNAM,Anti-Parkinson's drugs,10/29/2021
257,pa58,Pentoxipharm,TABLETS,500,12month,9/29/2021,CPC1 Pharmaceutical Joint Stock Company Hanoi - VIETNAM,Anti-Parkinson's drugs,10/29/2021
258,pa59,Sintrom 4,OIMENTS,500,12month,9/29/2021,B.Braun Melsungen AG - Germany,Anti-Parkinson's drugs,10/29/2021
259,pa60,Somatin,LOZENGES,500,12month,9/29/2021,Warsaw Pharmaceutical Works Polfa - Poland,Anti-Parkinson's drugs,10/29/2021
260,pa61,Fontit-F,LOZENGES,500,12month,9/29/2021,B.Braun Melsungen AG - Germany,Anti-Parkinson's drugs,10/29/2021
261,pa62,Tophem,OIMENTS,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
262,pa63,Gon sa Ezeti-10,LOZENGES,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
263,pa64,Arixtra,OIMENTS,500,12month,9/29/2021,Laboratoires UPSA - France,Anti-Parkinson's drugs,10/29/2021
264,pa65,Toxaxin Inj,LOZENGES,500,12month,9/29/2021,Stada-Vietnam - VIETNAM COMPANY LIMITED,Anti-Parkinson's drugs,10/29/2021
265,pa66,Arixtra,LOZENGES,500,12month,9/29/2021,Sanofi Vietnam Pharmaceutical Joint Stock Company - VIETNAM,Anti-Parkinson's drugs,10/29/2021
266,pa67,Replenine-VF,OIMENTS,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
267,pa68,Hezoy,LOZENGES,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
268,pa69,Transamin Tablets,PILLS,500,12month,9/29/2021,Branch of OPC Pharmaceutical Joint Stock Company in Binh Duong - OPC Pharmaceutical Factory - VIETNAM (,Anti-Parkinson's drugs,10/29/2021
269,pa70,Pronivel 2000 IU,PELLETS,500,12month,9/29/2021,PT. Indofarma Tbk. - INDONESIA,Anti-Parkinson's drugs,10/29/2021
270,pa71,Reliporex 10000 IU s,PELLETS,500,12month,9/29/2021,Central Pharmaceutical Company Limited 3 - VIETNAM,Anti-Parkinson's drugs,10/29/2021
271,pa72,Haemoctin SDH 250,CAPSULES,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
272,pa73,Reliporex 4000 IU,CAPSULES,500,12month,9/29/2021,nd-Swift Ltd - INDIA,Anti-Parkinson's drugs,10/29/2021
273,pa74,Lefvox-750,CAPSULES,500,12month,9/29/2021,Pharmaceutical & Medical Biomedical Enterprise (MEBIPHAR) Ho Chi Minh City - VIETNAM,Anti-Parkinson's drugs,10/29/2021
274,pa75,Ciprofloxacin 500mg,INHALANTS,500,12month,9/29/2021,U.C.B. Farchin S.A - Switzerland,Anti-Parkinson's drugs,10/29/2021
275,pa76,Ledvir,LINIMENT,500,12month,9/29/2021,"Korea Drug Co., Ltd - KOREA",Anti-Parkinson's drugs,10/29/2021
276,pa77,Vixbarin 400mg,OIMENTS,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
277,pa78,Govou,LOZENGES,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
278,pa79,Tavanic,LOZENGES,500,12month,9/29/2021,Farmak JSC - UKraine,Anti-Parkinson's drugs,10/29/2021
279,pa80,Tavanic,OIMENTS,500,12month,9/29/2021,Khanh Hoi Pharmaceutical & Medical Services Joint Stock Company (KHAHOPHARMA) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
280,pa81,Augmex Duo Tabs,LOZENGES,500,12month,9/29/2021,"Ind-Swift., Ltd - INDIA",Anti-Parkinson's drugs,10/29/2021
281,pa82,Acnequidt,PILLS,500,12month,9/29/2021,Khanh Hoi Pharmaceutical & Medical Services Joint Stock Company (KHAHOPHARMA) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
282,pa83,Meropenem 1g,PELLETS,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
283,pa84,Albendazole 400mg,PELLETS,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
284,pa85,Albendazol Stada 400 mg,CAPSULES,500,12month,9/29/2021,"Micro Labs., Ltd - INDIA",Anti-Parkinson's drugs,10/29/2021
285,pa86,Virclath,CAPSULES,500,12month,9/29/2021,"Axon Drugs Private., Ltd - INDIA",Anti-Parkinson's drugs,10/29/2021
286,pa87,Eduar,CAPSULES,500,12month,9/29/2021,Cuu Long Pharmaceutical and Medical Equipment Company - VIETNAM,Anti-Parkinson's drugs,10/29/2021
287,pa88,Salgad,INHALANTS,500,12month,9/29/2021,"Furen Pharmaceutical Group Co., Ltd. - CHINA",Anti-Parkinson's drugs,10/29/2021
288,pa89,Razirax,LINIMENT,500,12month,9/29/2021,Cenexi SAS - FRANCE,Anti-Parkinson's drugs,10/29/2021
289,pa90,Guilaume,LINIMENT,500,12month,9/29/2021,Novartis Pharm Stein A.G - Switzerland,Anti-Parkinson's drugs,10/29/2021
290,pa91,Cybercef 750 mg,LINIMENT,500,12month,9/29/2021,"Sun Pharmaceutical Industries., Ltd - INDIA",Anti-Parkinson's drugs,10/29/2021
291,pa92,Medoclav 1g,LOTIONS,500,12month,9/29/2021,DANAPHA Pharmaceutical Joint Stock Company - VIETNAM,Anti-Parkinson's drugs,10/29/2021
292,pa93,Madopar,PASTE,500,12month,9/29/2021,Stellapharm - VIETNAM,Anti-Parkinson's drugs,10/29/2021
293,pa94,Trihexyphenidyl 2mg,POWDER,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
294,pa95,Stalevo 100/25/200,EMULSIONS,500,12month,9/29/2021,TRAPHACO - VIETNAM JOINT STOCK COMPANY,Anti-Parkinson's drugs,10/29/2021
295,pa96,Madopar,GELS,500,12month,9/29/2021,Novartis Farma S.P.A Italy,Anti-Parkinson's drugs,10/29/2021
296,pa97,Sifrol,MAGMAS,500,12month,9/29/2021,Pharmedic - VIETNAM Pharmaceutical and Pharmaceutical Joint Stock Company,Anti-Parkinson's drugs,10/29/2021
297,pa98,Sifrol,MIXTURES,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
298,pa99,Masopen 100/10,LIQUID,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
299,pa100,Sifrol,LIQUID,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
300,pa101,Stalevo 150/37.5/200,TABLETS,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
301,pa102,Syndopa 275,OIMENTS,500,12month,9/29/2021,Boehringer Ingelheim pharma GmbH & Co,Anti-Parkinson's drugs,10/29/2021
302,pa103,Danapha-Trihex 2,LOZENGES,500,12month,9/29/2021,Fresenius Kabi Vietnam Joint Stock Company - VIETNAM,Anti-Parkinson's drugs,10/29/2021
303,pa104,Trihexyphenidyl,LINIMENT,500,12month,9/29/2021,CPC1 Pharmaceutical Joint Stock Company Hanoi - VIETNAM,Anti-Parkinson's drugs,10/29/2021
304,pa105,Stalevo 150/37.5/200,LINIMENT,500,12month,9/29/2021,B.Braun Melsungen AG - Germany,Anti-Parkinson's drugs,10/29/2021
305,pa106,Madopar HBS,LINIMENT,500,12month,9/29/2021,Warsaw Pharmaceutical Works Polfa - Poland,Anti-Parkinson's drugs,10/29/2021
306,pa107,Sifstad 0.18,LOTIONS,500,12month,9/29/2021,B.Braun Melsungen AG - Germany,Anti-Parkinson's drugs,10/29/2021
307,pa108,Sifrol,PASTE,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
308,pa109,Succinimide Pharbiol,GELS,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
309,pa110,Apo-Trihex 2mg,MAGMAS,500,12month,9/29/2021,Laboratoires UPSA - France,Anti-Parkinson's drugs,10/29/2021
310,pa111,Uro-Vaxom,MIXTURES,500,12month,9/29/2021,Stada-Vietnam - VIETNAM COMPANY LIMITED,Anti-Parkinson's drugs,10/29/2021
311,pa112,Althax,GELS,500,12month,9/29/2021,Sanofi Vietnam Pharmaceutical Joint Stock Company - VIETNAM,Anti-Parkinson's drugs,10/29/2021
312,pa113,ProIVIG,MAGMAS,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
313,pa114,Keytruda,MIXTURES,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
314,pa115,Beriate,LIQUID,500,12month,9/29/2021,Branch of OPC Pharmaceutical Joint Stock Company in Binh Duong - OPC Pharmaceutical Factory - VIETNAM (,Anti-Parkinson's drugs,10/29/2021
315,pa116,Hizentra,LIQUID,500,12month,9/29/2021,PT. Indofarma Tbk. - INDONESIA,Anti-Parkinson's drugs,10/29/2021
316,pa117,Privigen,TABLETS,500,12month,9/29/2021,Central Pharmaceutical Company Limited 3 - VIETNAM,Anti-Parkinson's drugs,10/29/2021
317,pa118,Darzalex,OIMENTS,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
318,pa119,Simponi,LOZENGES,500,12month,9/29/2021,nd-Swift Ltd - INDIA,Anti-Parkinson's drugs,10/29/2021
319,pa120,Hizentra,LINIMENT,500,12month,9/29/2021,Pharmaceutical & Medical Biomedical Enterprise (MEBIPHAR) Ho Chi Minh City - VIETNAM,Anti-Parkinson's drugs,10/29/2021
320,pa121,Mabthera,LINIMENT,500,12month,9/29/2021,U.C.B. Farchin S.A - Switzerland,Anti-Parkinson's drugs,10/29/2021
321,pa122,Imurel 50mg,LINIMENT,500,12month,9/29/2021,"Korea Drug Co., Ltd - KOREA",Anti-Parkinson's drugs,10/29/2021
322,pa123,Prograf,LOTIONS,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
323,pa124,HYYR,PASTE,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
324,pa125,Hytinon,GELS,500,12month,9/29/2021,Farmak JSC - UKraine,Anti-Parkinson's drugs,10/29/2021
325,pa126,Tacropic 0.03%,MAGMAS,500,12month,9/29/2021,Khanh Hoi Pharmaceutical & Medical Services Joint Stock Company (KHAHOPHARMA) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
326,pa127,Prograf,MIXTURES,500,12month,9/29/2021,"Ind-Swift., Ltd - INDIA",Anti-Parkinson's drugs,10/29/2021
327,pa128,Iritero 100mg/5ml,PILLS,500,12month,9/29/2021,Khanh Hoi Pharmaceutical & Medical Services Joint Stock Company (KHAHOPHARMA) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
328,pa129,Prograf 0.5mg,PELLETS,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
329,pa130,Phastarxin,PELLETS,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
330,pa131,Fluzinstad 5,CAPSULES,500,12month,9/29/2021,"Micro Labs., Ltd - INDIA",Anti-Parkinson's drugs,10/29/2021
331,pa132,Sobelin,CAPSULES,500,12month,9/29/2021,"Axon Drugs Private., Ltd - INDIA",Anti-Parkinson's drugs,10/29/2021
332,pa133,Reinal,CAPSULES,500,12month,9/29/2021,Cuu Long Pharmaceutical and Medical Equipment Company - VIETNAM,Anti-Parkinson's drugs,10/29/2021
333,pa134,Siberian,INHALANTS,500,12month,9/29/2021,"Furen Pharmaceutical Group Co., Ltd. - CHINA",Anti-Parkinson's drugs,10/29/2021
334,pa135,Lelocin 5,LINIMENT,500,12month,9/29/2021,Cenexi SAS - FRANCE,Anti-Parkinson's drugs,10/29/2021
335,pa136,Sarah Cap,LINIMENT,500,12month,9/29/2021,Novartis Pharm Stein A.G - Switzerland,Anti-Parkinson's drugs,10/29/2021
336,pa137,Reinal-5,LINIMENT,500,12month,9/29/2021,"Sun Pharmaceutical Industries., Ltd - INDIA",Anti-Parkinson's drugs,10/29/2021
337,pa138,Lelocin 5,LOTIONS,500,12month,9/29/2021,DANAPHA Pharmaceutical Joint Stock Company - VIETNAM,Anti-Parkinson's drugs,10/29/2021
338,pa139,Metomol Tablet,PASTE,500,12month,9/29/2021,Stellapharm - VIETNAM,Anti-Parkinson's drugs,10/29/2021
339,pa140,Fluthepharm 10,POWDER,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
340,pa141,Lodegald-Flunarizin,EMULSIONS,500,12month,9/29/2021,TRAPHACO - VIETNAM JOINT STOCK COMPANY,Anti-Parkinson's drugs,10/29/2021
341,pa142,Sibendina,GELS,500,12month,9/29/2021,Novartis Farma S.P.A Italy,Anti-Parkinson's drugs,10/29/2021
342,pa143,Virtizin 5,MAGMAS,500,12month,9/29/2021,Pharmedic - VIETNAM Pharmaceutical and Pharmaceutical Joint Stock Company,Anti-Parkinson's drugs,10/29/2021
